text,label
need these sox fuck yeah i love a kinky scally lad w rank sox and sneaks,"[1, 0, 0]"
i dont ever expose females like that thats childish bitch nigga shiiii,"[1, 0, 0]"
yasss trys new things with bestfriend bitch who do you love,"[1, 0, 0]"
dude remember this wop videoomg where did you find that,"[0, 0, 1]"
thick raw fuck damn his man pussy is getting a workout,"[1, 0, 0]"
rawrmy sexy french scally i love him frenchscally sexy scally woof woof,"[0, 0, 1]"
nothin in life is free some of you bitches need to write that on ya panties,"[1, 0, 0]"
if one of you bitches want some of my burrito u can catch me at potosino huh haha,"[1, 0, 0]"
niggas whole hoes out here cuz couldnt had said it better,"[1, 0, 0]"
hardcore way to eat mac and cheese boil water snort cheese powder drink boiling water fuck bitches,"[1, 0, 0]"
yourenotmytype if my fade is perpetually fresher than yours thats a real ass bitch rite there,"[1, 0, 0]"
annoying bitch that i love judyanns so pretty,"[1, 0, 0]"
lmao bitch got on some huggies,"[1, 0, 0]"
hi bitch no bitch bye bitch ,"[1, 0, 0]"
does he look like a bitch @el_capacitor,"[1, 0, 0]"
chase money not hoes ,"[1, 0, 0]"
cant stand a i dont know what i want ass nigga bitch,"[1, 0, 0]"
im on my way love a chavhot sexy scally fucker,"[1, 0, 0]"
these newly gay bitches dont kno how shit works,"[1, 0, 0]"
when a bitch dont want a real job they just become strippers lol lol,"[1, 0, 0]"
awww meat meat in his feelinsi ainn n my feelings bitch,"[1, 0, 0]"
i want snake bites my industrial piercin amp a tattoodem hoe accessories dea ,"[1, 0, 0]"
baby albino @meeeesh,"[0, 0, 1]"
these hoes aint loyal,"[1, 0, 0]"
yassssss ordered chinese bitch you just ate tacos you fat fuck,"[1, 0, 0]"
i made that bitch lunchbitches love lunch,"[1, 0, 0]"
a no brainer but as soon as this bitch gets rich in political power her views will change political whores ,"[1, 0, 0]"
a pussy a day keeps the devil away @doperthanyola,"[1, 0, 0]"
aint that about a bitch what does that mean,"[1, 0, 0]"
all these bitches want a baby i dont want no children,"[1, 0, 0]"
and bitch you must be lost ,"[1, 0, 0]"
baby i like being on your left side no bitch you cant be there cuz the street on that side and twitter said i aint real if you do,"[1, 0, 0]"
bae sounds like such a ghetto word use something else,"[0, 0, 1]"
batter the wee cunt jewis y cos he fucked my ex emma isnt battering the girls ive nailedive moved onstop being a pussy n do it urself,"[1, 0, 0]"
bleed out hoe alexa,"[1, 0, 0]"
boolin in the bando wit a few bitches,"[1, 0, 0]"
brownies for my brownie i love this movie ,"[0, 0, 1]"
but i need a bad bitch thats hotter than me might be the realist shit partynextdoor ever said thats how i be feelin everyday,"[1, 0, 0]"
by the way we do punch bitches,"[1, 0, 0]"
caesar is home so much this bitch looks like lets start with ape shit,"[1, 0, 0]"
chinese maverick we were communicating comrade u know giving the imperialist yanks the birdie ,"[0, 0, 1]"
dad say hi to my snapchat dad duces bitch ,"[1, 0, 0]"
do you believe these hoes are not in fact loyal i disagree with that i do believe they are in fact the loyalest bunchthese hoes,"[1, 0, 0]"
dont know no ugly bitches dont know no broke niggas@kevin_gates,"[1, 0, 0]"
dont make me make you fall in live with a nigga like meee the birds amp are my favorite songs by weeknd,"[1, 0, 0]"
dont worry about the nigga you see worry about the nigga you dont see dats da nigga fuckin yo bitch,"[0, 1, 0]"
dont you ever give my pussy away you keep it tight alright,"[1, 0, 0]"
dropped a stack cause bitch im onsong called dope download the mixtape here ,"[1, 0, 0]"
dumb bitches do dumb things,"[1, 0, 0]"
eat the pussy like a real nigga hungry,"[1, 0, 0]"
eff it lets go after the cripple ,"[1, 0, 0]"
everything look better with a bitch next to it,"[1, 0, 0]"
factowho cares if you a hoe when your ass looks like this ,"[1, 0, 0]"
for every bad bitch there is a nigga tired of fucking her,"[1, 0, 0]"
foreign chick no lie man that bitch beautiful,"[1, 0, 0]"
fresh nigga so you kno i need a clean bitch who kno im working cuz i wanna see my team rich ,"[1, 0, 0]"
fuck i make my own rules suck my dragon balls bitch call me goku,"[1, 0, 0]"
generate ascii boxes with nodejs all i see is the ability to bring flappybird in node via ascii tubes and bird _ ,"[0, 0, 1]"
get me that shit bitch you is fine bear,"[1, 0, 0]"
get your ass back to detroit ya fuckin wigger,"[1, 0, 0]"
girls that i dated its okay i aint mad yo unless you stabbed me in the heart no love hoe,"[1, 0, 0]"
how do you know my twitter password bitch please,"[1, 0, 0]"
have you seen my shows have you seen my hoes if i wasnt hot would they be so thick,"[1, 0, 0]"
he a bitch for hitting that hoe ,"[1, 0, 0]"
he married to a white woman lucky sumbitch uncle ruckus,"[1, 0, 0]"
he wanna be my nigga but im just trinna be his savings account omg imma funny ass bitch man but thats real shit ,"[1, 0, 0]"
her great grandmas a hoeher grandmas a hoeher moms and a hoe and shes a hoe its a long line of hoes grandpa carl everyone,"[1, 0, 0]"
hey go look at that video of the man that found the kidnapped girls in ohiowhat a nigger shitmybosssays,"[0, 1, 0]"
hey pussy you still there,"[1, 0, 0]"
how about we draft all those gungho folks and send them to afghanistan or other war zones so they can show their ,"[0, 0, 1]"
how hotter than is it a bitch,"[1, 0, 0]"
how u talking to hoes bout bro n em why you talking to hoes bout bro n em,"[1, 0, 0]"
how you doing crazy bitch is hilarious,"[1, 0, 0]"
i know my shoes dirty as fuck whatever bitch you dont have to call like negro one of the first things they look at is shoes dog,"[1, 0, 0]"
i am a thrill billywith a hillbilly hearthahahahaha jesus murphy,"[0, 0, 1]"
i call him my bitch @makennam_,"[1, 0, 0]"
i cant handle no liquor but these bitches cant handle meeedd chief sosa,"[1, 0, 0]"
i dont chase after dudes i chase after bitches edgar bautista,"[1, 0, 0]"
i dont love these hoes baby its me and you forever,"[1, 0, 0]"
i dont even need a picture of tamar that bitch is beat in every picture,"[1, 0, 0]"
i dont have hoes ,"[1, 0, 0]"
i found a new way to chug you have to open your mouth alot shitallysays,"[0, 0, 1]"
i fucking hate that bitch so much i wanna smack her in the face then tongue kiss her,"[1, 0, 0]"
i got a bitch set it off like jada picketqueen latifah you riding round with your nieces bitch you titi,"[1, 0, 0]"
i got a sister she told me stop calling women bitches,"[1, 0, 0]"
i guess this is the night bitches die stewie is that nigga,"[1, 0, 0]"
i had a bitch that had a bitch had the bitch eating halibutfreshrhymes jerksquad slowstir,"[1, 0, 0]"
i have this ladylove shes married but i still wanna bang her she wont have sex with me what a bitch a troubadour probably,"[1, 0, 0]"
i heard you was looking for candy man bitch,"[1, 0, 0]"
i hope you dont get mad ladies i only call you bitches bitches bc i dont know your names individually katt williams @letmicahdown,"[1, 0, 0]"
i just got a number im a bitch boy,"[1, 0, 0]"
i know that shit eatin grin you either just fucked the girl of your dreams or you sold a car we know youre a faggot whatd you sell,"[1, 0, 0]"
i only be with older men cause theyre more mature that supposed to fool us bitch,"[1, 0, 0]"
i prolly leave up out this bitch with my cups in my hand and yo hand in my other hand,"[1, 0, 0]"
i said i dont like it it tastes like wolf pussy what how do you even know what that tastes like,"[1, 0, 0]"
i taught myself how to eat pussy and cut my own hair i taught myself how to eat pussy hair name the movie ,"[1, 0, 0]"
i used to dress up like a cop too oh really yeahright after mad pussy really yesill never forget,"[1, 0, 0]"
i went to jail for a flock amp came home wit a strike you went to jail as a bitch came home as a dike @yg,"[1, 0, 0]"
i will fuck u where u stand u dizzy bitch two unique amp separate phrases i overheard a relative saying when i was younger,"[1, 0, 0]"
i woke up like thi bitch go back to bed,"[1, 0, 0]"
i would rather you call me bitch than sir my manager,"[1, 0, 0]"
ill beat on that pussy so hard,"[1, 0, 0]"
ill slit your throatneck ,"[0, 0, 1]"
im a funky ass honkeys shout out totonight before cabaret jttour,"[1, 0, 0]"
im comparing kfc to the pussy @maxon_maxoff,"[1, 0, 0]"
im downloading you a new personality and ordering you a new face you bitch i love you goddamn it axl rose yelling at his sex robot,"[1, 0, 0]"
im feelin like malcolm in the middle these bitches surround me they cant miss em,"[1, 0, 0]"
im gonna piss on your dimplestop wasting prayers on trash teams lol,"[1, 0, 0]"
im probably your main bitch chocolate dipped cinnamon apple,"[1, 0, 0]"
im sick of his shit mansit his bitch ass im fed up brogeno threw yet another pick smh,"[1, 0, 0]"
im sorry i fucked yo bitch but she really dig a nigga @kingl,"[1, 0, 0]"
ibs irritable bitch syndrome,"[1, 0, 0]"
if you love her then hide yo bitch so youll keep shorty @wizkhalifa,"[1, 0, 0]"
if you talk back to me you aint getting no pussy me ,"[1, 0, 0]"
if youre a bad bitch put your hands up high every girl in the room starts waving there hands around,"[1, 0, 0]"
imma tie that bitch up in the basement and donkeyfuck her ass for two weeks straight hahahahahahahahaha centmovie beforeiselfdestruct,"[1, 0, 0]"
in my mind gotta be the dumb hoe anthem,"[1, 0, 0]"
is that an albino mexican no dad hes asian,"[0, 0, 1]"
it takes a true directioner to accept larry you know what bitch its fans like you that make the boys cry thankyoupaulforconfirminglarry,"[1, 0, 0]"
its allegations were u in the bedroom did u see it words of a naive amp blind bitch we know ur husband cheated on u ramona is dumb,"[1, 0, 0]"
its never too late to tag a bitch @cyfyre,"[1, 0, 0]"
its the dykes hunter dyke with a dyke ,"[1, 0, 0]"
julia roberts youre a honottinghill,"[1, 0, 0]"
just follow the yellow brick twitter,"[0, 0, 1]"
lmfaooooooooooooooooooif your pussy is good but my mama dont like you guess who gotta gomy mama,"[1, 0, 0]"
lol cripple wendy davisscientists create remotecontrolled chick to study shy penguins ,"[0, 0, 1]"
lets do nips ahoy and spank me maybe,"[1, 0, 0]"
lets kill cracker babies wtf did i just hear wow,"[0, 1, 0]"
like correct me if im wrong but doesnt pimpin involve smackin bitches for money,"[1, 0, 0]"
lmao pound cake look like pussy ,"[1, 0, 0]"
lmaothe drose adidas are lighter than my phone shit is retarded,"[1, 0, 0]"
mam rene doet in haar rol net of ze ongesteld is wat is ongesteld van dat soort vragen waar je denkt hoe leg ik die weer uit,"[0, 0, 1]"
maybe she wants to be more than your friend or maybe shes a stupid bitch you never know until you make her cum ,"[1, 0, 0]"
mine plays dmx and kirk franklin smhwell my neighbors are ghetto they get up at like am and beat their kids,"[0, 0, 1]"
my grandma used to call me a porch monkey all the time come to think of it she did refer to a broken bottle as a nigger knife ,"[0, 1, 0]"
my momma told me to tell you to mind yoooo damn motha fuckin business you not knowin what it is bitch,"[1, 0, 0]"
my nips are freeeeezingand thats not okay because theyre slicing through my bra ,"[1, 0, 0]"
my twitter was hacked im too pussy to admit that i said it and now i want to act like i never said it,"[1, 0, 0]"
nah girl i aint gon be able to make it its been tight since russ loss his job you in the back like damn bitch really,"[1, 0, 0]"
nah its youyo i thought some photoshopped my face on that faggot smmfhi hate yall ,"[0, 1, 0]"
new flame the song of the yr lol that bitch super run like,"[1, 0, 0]"
niggas always yelling fuck bitches get money meanwhile theyre broke and still want the bitches,"[1, 0, 0]"
niggas be pressed for pussy eeeeeen nothin,"[1, 0, 0]"
no bitches nan,"[1, 0, 0]"
no boats and hoes please thanks mom,"[1, 0, 0]"
ovoamp kendrick lamar still trash,"[0, 0, 1]"
on top of that she just a pregnant ass sorry hoe aint never got no money even her water brokeriptallt,"[1, 0, 0]"
only a couple of red sox have gotten past first base im dying laughing maybe the yanks need to teach them some game,"[0, 0, 1]"
our people now is the time for the aryan race stand up and say no more before the mongerls turn the world into a ghetto slum ,"[0, 1, 0]"
pistol whip my dickau shoot yo bitch club up sometimes freestyles be freestyles and im okay with that,"[1, 0, 0]"
it for me please and thanksdid a pierced pussy just come across my timeline ,"[1, 0, 0]"
remy machiavelli send shots to ya belly my bitch ,"[1, 0, 0]"
roberto you are one nasty hoe,"[1, 0, 0]"
sorry jb fanreally justin come back that is the top comment on a justin timberlake video with million views son of a fucking bitch,"[1, 0, 0]"
searching the incredible story of white mans quest to find the ingredients necessary to make caribbean jerked chicken in redneck land,"[1, 0, 0]"
selling my soul for material wishes fast cars and bitches tupac smile remix,"[1, 0, 0]"
shake that bear aka two rednecks having sex on a dead bear,"[1, 0, 0]"
shall i compare thee to a summers day no a summers day is not a bitch,"[1, 0, 0]"
she gotta shape up her pussy lips thowhole wheat organic pussy ,"[1, 0, 0]"
she said wigga man you richtake the durag off ,"[1, 0, 0]"
she was a bitch anyway,"[1, 0, 0]"
shes from florida so youve got to do the sniff test in those swamp pussies ,"[1, 0, 0]"
slow the fuck down bitch i know where you live classy young lady,"[1, 0, 0]"
so hes a good football playerbut he still acts like a nig,"[1, 0, 0]"
stop being a pussy son and shove that needle into your own heart afterearth,"[1, 0, 0]"
stop looking us and go eat some pussy you yuppie fucks,"[1, 0, 0]"
takin it straight to dirt why finger the pussy when i know i can put my dick in it @xernee,"[1, 0, 0]"
that aint bro moves thats hoe moves,"[1, 0, 0]"
that girl is plain looking borderline ugly amp chunky hey at least shes got a nice smile amp a great personality,"[1, 0, 0]"
the devil grows inside the hearts of the selfish and wicked white brown yellow and black color is not restricted,"[0, 0, 1]"
the water isnt yellow im a healthy student,"[0, 0, 1]"
these hoes aint loyal,"[1, 0, 0]"
these hoes keep callin but i aint pickin up,"[1, 0, 0]"
these sour apple bitter bitches im not fuckin wit em,"[0, 1, 0]"
they faggotsorioles petty as fuckgot swept up outta this bitch,"[1, 0, 0]"
they have some ghetto ass bands gets snuck ,"[1, 0, 0]"
they have to that division is trashsaints gon win the nfc southwatch,"[0, 0, 1]"
this is for all the fans that waited the bitch niggas that hated old hoes we dated look mama we ,"[1, 0, 0]"
this is for my ghetto motherfuckers missy elliott,"[1, 0, 0]"
this recipe calls for a leftover brownie what the hell is a leftover brownie thats just a brownie you havent eaten yet@ericanadine,"[0, 0, 1]"
those ratchet broads dont represent me but your white ass cant talk trash about them cause you on racist shit black,"[1, 0, 0]"
trust noneeee bitch i dont ,"[1, 0, 0]"
twitter is twitter bitch twitter is life,"[1, 0, 0]"
two roads diverged in a yellow wood and i chose the one to jtunheimr robert frost giant,"[0, 0, 1]"
u got my k bitch niggaal haymon to antonio tarver,"[1, 0, 0]"
uhuh what do we have your empty heart my empty bottle a yellow cab that you would like to catch cuz yo latest ex made u mad,"[1, 0, 0]"
used to have a girlfriend now all i got is hoes i was lookin for a good girl but she was fuckin on the low,"[1, 0, 0]"
virgin pussy regular pussy oomf pussy _________________________,"[1, 0, 0]"
whaaaaaat lmaooo thats why i luv u fat bitches cuz yall got some big ole titties and phat booties,"[1, 0, 0]"
walked in that bitch like nigga we made it,"[1, 0, 0]"
we hate niggers we hate faggots and we hate spicskkk rally,"[0, 1, 0]"
were out here and were queer hut we like it in our butt,"[0, 1, 0]"
well bitch biology said ,"[1, 0, 0]"
